id,drugName,condition,review,rating,date,usefulCount
180154,Doxylamine / pyridoxine,Nausea/Vomiting of Pregnancy,"""This is my 4th pregnancy.  I&#039;ve always had bad morning sickness with each pregnancy but always ended by my 10th week.  I started the Rx at 7 weeks and tried stopping at 13 weeks but experience terrible withdrawal symptoms. I only take 1 pill at night. When I tried stopping the med,  I violently throw up, nauseous all day, body aches and excessive sweating.  I would have never started the prescription if I knew stopping it is this painful.""",3,18-Jan-17,6
53409,Demerol,Pain,"""I was given Demorol for pain in the ER about (3)days ago for terrible menstrual cramps and I can say it is definitely a 10 for pain, but the side effects are not the best. I have been drowsy, thirsty, and still a little dizzy, but I guess it depends on the individual.""",10,15-Sep-09,32
37326,Vyvanse,Binge Eating Disorde,"""Have taken 30mg daily since mid July. Up until this week I have been very pleased at how effectively it has stopped my binge eating. However this week it has prevented me from sleeping at night for 4 nights straight. Scary. Not sure how to stop taking it safely.""",8,15-Oct-15,18
230601,Depo-Provera,Birth Control,"""I have been using this method of Birth Control for over ten years now, I am hesitant to change to another form. I have not had a period since starting Depo and never had a pregnancy scare. I have gained weight while on the shot but it could be just my eating habits and lack of exercise! I would recommend this form of birth control for anyone who cannot remember to take a pill or who does not want to worry about getting pregnant. Once every three months is easy to do and I have never been happier with any form of birth control.""",10,05-Sep-11,3
5486,Sovaldi,Hepatitis C,"""I got this medicine last month, and am now start to getting good results.""",9,11-Jan-16,9
64109,Sertraline,Depression,"""I&#039;ve had depression on and off for years but more recently have felt worse. Having tried various antidepressants my Dr prescribed 50mg of sertraline. I started it a few days ago and have noticed that I have no appetite. I sleep for only a few hours a night. But it&#039;s early days..""",3,"April 28, 2017",12
70424,Motrin IB,Back Pain,"""Effective in reducing discomfort""",9,10-Jun-09,20
66458,Valacyclovir,Cold Sores,"""Valtrex is fantastic if used correctly for cold sores.  For adults the dose is 2 grams at first symptom of a cold sore, followed by 2 grams 12 hours later.  That&#039;s it.  Now the key is getting that first dose right when you feel the first symptom (tingling, burning, swelling etc.)  This medicine has worked great for me and usually prevents the sore from breaking the skin, thus no one even knowing I was getting a cold sore.  Anyone who gets cold sores knows how awful they are and how long they take to heal.  I have not had as much success with acyclovir.

Be sure you always have some Valtrex on hand.  If you wait until you get a cold sore before calling the doctor, it&#039;s probably too late, but take it anyway to reduce healing time.""",9,12-Nov-11,7
14420,Buprenorphine / naloxone,Opiate Dependence,"""This drug saved my life and my marriage!""",10,07-Aug-10,16
198057,Metoprolol,Heart Attack,"""I take metoprolol tartrate not metoprolol with hydrochlorthiazide, however I have noticed a marked frequency of urination and polyuria after starting this medication.  My doctor suspected a urinary tract infection (although I am not experiencing dysuria, fever, chills or having any other typical UTI symptoms).  Urinalysis was negative, prostate exam was negative, cystoscopy was negative.

The medicine is doing what it is supposed to be doing, but having to urinate every two hours around the clock is certainly interfering with my sleep.  I did find a reference on Drugs.com that said increased urination was a rarely encountered side effect of this drug, but my doctors insist it doesn&#039;t have that side effect and I have spent a fortune ruling out other conditions.""",5,23-May-11,14
205505,Pristiq,Depression,"""I am a 47 yo male who has been on 100mg of Pristiq for 2 years.  First on 50mg then increased.  I found I was sleepy for the first few months but nothing compared to the original symptoms like depression, anxiety etc.  My only concern is the withdrawal effects.  On one occasion, I went to Pharmacy on Saturday and they advised I needed a new script.  I had to wait until Monday to get a script and they were the two worst days in my life....the withdrawal was chaotic, I argued with the chemist in a rage....never done this before...I called them an hour later sobbing and apologising for my behavior, I had awful flashes in my eyes and headaches that made a migraine feel like party.....I was frantic at the doctor on the Monday morning""",7,10-Nov-13,81
120460,Montelukast,Asthma,"""This is a great medication with no side effects.""",9,03-Sep-09,7
221339,Dextromethorphan,Cough,"""Woke up in the middle of the night with a horrendous cough.  I decided to take the some cough medicine and went back to sleep.  It stopped the cough. Then I woke up in my own excrement (seriously), severe diarrhea. Heart palpitations, extreme dizziness, sweating and confusion. I almost went to the emergency room. I will never take this again.""",2,25-Oct-16,10
171255,Levitra,Erectile Dysfunction,"""I took the 20 mg dosage.  I was able to get about a 50% erection.  However, I got hives mainly on the backs of my upper legs and the back of my head.""",4,14-Sep-17,2
195055,Restoril,Insomnia,"""Due to major anxiety and stress can&#039;t sleep before 6-7:30am was put on anti-anxiety pill and Restoril today.  The anti-anxiety pill kicked in fast and made me kinda drowsy but the Restoril 30mg I just took 45 min ago doesn&#039;t seem to be kicking in.  

Should I take another?  I do drink ale here and there but that should increase my effect not stop it right?  
Maybe I should get used to Vampire hours!! This sucks lol""",1,06-Jun-15,23
75416,Azathioprine,Autoimmune Hepatitis,"""I&#039;ve been taking imuran for 18 years also prednisone 
Stopped prednisone 3 years ago. And started on alluropinal with Imuran
For last 3 years. Have now  stopped alluropinal because I&#039;ve got urticaria they think it&#039;s alluropinal . This has been for 6 weeks just started it again  2 days ago and rash back very painful. Not sure what I will take with imuran now if anything. Don&#039;t understand. Also take Lipitor Zoloft 
I&#039;m a diabetic also and take metforam and insulin nova rapid and lantus.
Also aspirin. I&#039;m 50 this year and it&#039;s worrying""",10,14-Mar-16,10
179764,Adapalene / benzoyl peroxide,Acne,"""I always had clear skin but then started getting breakouts on my cheeks and thought epiduo would help. Two weeks into it my forehead began to breakout horribly, and my cheeks remained the same. I stayed on it for 2 months and my forehead got continually worse and when on epiduo breakouts would not heal and left red scarring. A week ago I gave up and quit epiduo. MY FOREHEAD IS CLEAR and the marks are fading faster. My cheeks are still the same but I can live with my skin again. My skin hated epiduo and it only gave me more acne. If you can live with skin as is do not go on epiduo. It may eventually get better but you will go through hell first.""",2,12-Jan-16,1
210167,Linzess,"Constipation, Chronic","""Took Linzess for one month. Side effect is diarrhea so I stayed close to bathroom. Diarrhea tapered off. On day 31 diarrhea hit hard all day. I don&#039;t like the severe diarrhea. I skipped one dose and bowel movement was normal.""",10,24-Feb-17,25
194809,Levetiracetam,Seizures,"""First I had partial seizures (after head injury in 2004) and after grand mal 2014 I almost died because of status epilepticus. After that I am on Keppra 1000mg a day (500mg morning, 500mg evening) for 2 years now. First month or two I had headache and double vision, sometimes I was a bit aggressive 
but after few months it was ok. For me it is good medicine, now i have 10 petit mals a year and I think that bad-heavy weather changes is causing them. 
I want to tell you, that after first or second month side effects went away. For me it is important, that I take Keppra with good meal in morning and evening. It is good medicine, just do not give up. 
Love you all.""",9,07-Dec-16,28
221626,Ziana,Acne,"""This medicine is amazing. After suffering from pretty bad acne and trying every topical product out there (benzoyl peroxide, salicylic acid, tea tree oil, sulfur masks, etc.), I had pretty much given up all hope of clear skin. I started Ziana and saw no immediate results, but kept applying every night. A month later, my acne was significantly reduced. Two months later... I only have two small pimples that are in the stage of drying up. I highly recommend Ziana; it seems to be gentle on the skin. Keep with it! The results are amazing. I&#039;m so much more confident. Good luck! P.S. I used in combination with doxycycline, which seems to significantly improve results.""",10,"April 24, 2012",30
145956,Suboxone,Opiate Dependence,"""I&#039;m thinking back to 2006 when I was first put on this drug by a doc. They promised me that it wasn&#039;t like methadone... They promised me ZERO withdrawal... &quot;It&#039;s not addictive,&quot; the docs said. They started me out on 24 mgs a day. What a joke. 
Here I sit, ELEVEN YEARS later... Still hooked on this soul stealer. 
I am once again trying to stop on my own. It&#039;s been 48 hrs since my last dose of .5 mgs or maybe a bit less. Idk if I&#039;m going to make it, but I want to. I want a chance to actually live my life. I&#039;m 36 and I don&#039;t have any children. I wanted to have children... but felt it was irresponsible to get pregnant while hooked on subs. I hope it&#039;s not too late. 
The only good thing is that it kept me off the streets""",5,29-May-17,19
110030,Nexplanon,Birth Control,"""I got nexplanon February 2015 at first my period was every 2 month which I loved. They are normal now. December 2015 I started gaining weight which I thought was just holiday so January I started exercising and lost 15 of the 30 pounds since I gained 10 back and and can&#039;t lose anything I diet exercise when ever my boyfriends not looking (I don&#039;t feel comfortable in front of him) and he&#039;s noticed the weight we got in a fight and he actually slipped up and called me fat. And said all I do is sit on my ass that&#039;s why I gained it. But I also got so depressed and cried over everything panic attacks every day and thought of self harm. The depression is gone now for the weight. I like it would give 10 stars except the depression and weight.""",9,05-May-16,2
135690,Tinidazole,Bacterial Vaginitis,"""I&#039;ve been on 500 mg twice a day for two days. I&#039;m supposed to take it for three more days. SEVERE side effects. I have extreme weakness, numbness in my left hand/arm, body aches, now severe pelvic pain, which I&#039;m hoping is just a Yeast Infection, nausea, food tastes weird, I can only drink water with lemon because it makes the water taste metallic, severe fatigue. 
My doctor has been trying everything for Bacterial Vaginitis on and off for the past year, and especially the past 6 months. I know this will work (as Flagyl did in the past), I&#039;m just hoping the side effects go away.""",5,31-Aug-14,12
115272,Diazepam,Not Listed / Othe,"""I was prescribed valium for tension headaches. I have severe migraines and tension headaches. They could not find out exactly why I was having them, so we have to treat the symptom. Valium actually makes me able to function through some of the worst tension headaches. Before, I was spending so much time locked in a dark room between the migraines and tension headaches. I was missing my life and the lives of my children. It is really nice to be able to have a part in their lives and my own. I am thankful daily that I can rejoin the world again.""",10,"April 2, 2009",9
10485,Spironolactone,Acne,"""I was a sufferer real bad of adult acne on my back, chest and chin, and this was the only thing that worked for me. Unfortunately I suffered a drug reaction from it that left my lower extremities (rectal itch, etc) that kept me up all night....it was horrible and it took a few months for it to subside with a lower dosage and antihistamines. Lower dosage worked better but it did eventually did damage to my kidneys which is a risk side affect of taking this drug. So be aware if you have weak kidneys DO NOT take this drug!""",9,"April 17, 2016",7
170238,Quetiapine,Bipolar Disorde,"""I am currently on 50mg of Seroquel in addition to other meds. It has certainly made a huge positive difference in my paranoid thinking and obsessive-compulsive spartanism. It has leveled out my wild swings between anxiety and depression somewhat. It works great on my insomnia too. It causes me constipation and aggravates my essential tremor, but its benefits are well worth the price. I have not yet experienced the increase in appetite it&#039;s known for.""",9,17-Aug-16,23
113665,Acetaminophen / butalbital / caffeine,Headache,"""I have tried just about every option available and this medication has been the only one to truly relieve my headache AND allow me to feel &quot;normal&quot; so that I am able to function.  """,10,12-Jan-09,30
14924,Ethinyl estradiol / norethindrone,Birth Control,"""My doctor suggested that I take birth control so I decided to try out the pills first. She prescribed me lo loestrin Fe and I took it for about 3 months before I decided to throw them away. My acne became really horrible! I had never had cystic acne in my life. My skin has still not cleared up which is a real bummer and I&#039;m pretty sure I&#039;m going to remain with scars. Overall it did its job at preventing pregnancy. My period spotted for a few days the first month and I didn&#039;t have a period the remaining months. It was really great without period pains also. I am now going to try an implant and change the hormonal balances to tray and clear my skin ugh!!""",5,11-Sep-17,2
223117,Estradiol,Postmenopausal Symptoms,"""Great experience with Femring and it&#039;s the only hormone replacement that works for me. Wishing it was not so expensive.""",10,20-Feb-16,11
106073,Gabapentin,ibromyalgia,"""It honestly helps a lot for my nerve pain, I get it super bad in my arms and It helps so much. I only notice the pain if I don&#039;t take it. I take right now 900 ml. I would be in so much more pain without this. It&#039;s a blessing. Also I for some reason never get tired from this. I never get tired or anything and can take it in the morning if I forget. It does nothing for my insomnia. Idk if I have a rare reaction to it or what, but my doctor finds it funny. Ha ha""",9,17-May-16,43
188723,ParaGard,Birth Control,"""I just got paragard not too long ago. And it was actually not as bad as I thought it would be. There was not excruciating pain at all. Just cramping. Anyone wanting to get it should most definitely do so. It&#039;s not as bad as some may say, but everyone reacts to things differently.""",10,24-Jun-15,7
115374,Propofol,Anesthesia,"""Had this for IVF egg collection.  I was so anxious reading that sedation you can be awake and it Can be painful. Boy was I wrong.  I was under for 10 mins and woke up as though I have had the best sleep in the world no dreams,  nada. I woke up feeling amazing.  I had the equivalent of 2 paracetamol whilst under and have needed no other pain relief since the procedure. I feel better Than I have felt in a very long time.  I think propaganda must have some really good anti anxiotic purpose for sure. I am now 24 hrs past procedure and still feel fab. Wonderful stuff!!!""",10,"April 16, 2016",9
199475,Depo-Provera,Birth Control,"""I am 21 years old and have been on Depo-Provera for almost two years while in a four year committed relationship. My doctor recommended Depo-Provera for me because I suffer from chronic migraines so any birth control with a high level of estrogen would most definitely make my migraines worse. So far, I have to say I am pleased with my experience while on the depo shot. The side effects I have experienced have thankfully been able to be fixed/altered. Such as slight weight gain which I help to control with diet and exercise. Loss of sex drive which my longtime boyfriend is more than happy to help with. And I tend to start spotting around the time that my next shot is due. Once I receive the depo shot, within hours the spotting stops.""",9,06-Mar-15,1
66036,Propranolol,mance Anxiety,"""My dad always raved about how wonderful this medicine is for speech anxiety and I am finishing up my bachelors degree.. Needless to say I put my &#039;Public Speaking&#039; course until my last semester.. I took 20mgs an hour before my speech and did I nail it!! I wasn&#039;t nervous at all.. And I usually feel like I&#039;m going to puke before a presentation! This is a miracle for me and I will definitely take it again for speeches later on! Would highly recommend to anyone with &quot;stage fright&quot; or fearful of talking in front of others!""",10,23-Oct-14,59
179979,Adapalene / benzoyl peroxide,Acne,"""I&#039;m currently using Epiduo and have been for only the past few weeks. Although I have experienced the burning, stinging, redness and dry skin on my face I am already noticing an extreme difference in my acne, it has decreased an astonishing amount and has been the most effective treatment I have used yet. I highly recommend using the gel!""",9,12-Mar-14,27
16674,Yaz,Menstrual Disorders,"""My daughter had severe PMDD. She is 13. At first I was hesitant about putting my 13 yr old daughter on birth control because of the social stigma that she may be considered &quot;easy&quot; or sexually active because she is on Birth Control. Yet, she and I talked about it and she is a very level headed conservative girl who needed help and wanted to try. This medicine has been God send for her and her PMDD. He periods are lighter, not as lengthy and there is minimal pain associated with her periods now. Not to mention her mood and anxiety levels have both improved more than I can mention. This medicine has made her feel &quot;normal&quot; again!""",8,01-Oct-09,8
35120,Levofloxacin,Pneumonia,"""Took levofloxin for pneumonia and cleared up quick. Within 2 months my achilles was sore everyday. Made an appointment with a podiatrist for Nov 17th. Achilles snapped on Nov 14th. Surgery went well to repair shredded achilles. In cast for 3 months. Since sore after 3 months on my feet and working. I nurse it everyday. Avoid this drug, if possible. Not worth the side effects.""",1,27-May-16,4
169001,Vilazodone,Depression,"""Have been on this almost 2 weeks. It&#039;s still early and I think my body is still adjusting a little bit, but I feel much, much better. It&#039;s like I can&#039;t even remember what I was so anxious and depressed about. I have more energy, I&#039;m not fixating on negative things and my body aches and pains are gone. I have some injuries that have been lingering for a long time, and I just woke up the other day and the knots and soreness was gone. It&#039;s like my whole body has learned to relax over night. I&#039;ve lost some weight and my appetite has been a bit suppressed, though I think that&#039;s something that will go away with time.  Also randomly I feel at times like I am having an adrenaline rush for no reason, but its a small prices to pay for the pay off.""",10,22-Jun-12,25
157670,Accutane,Acne,"""I&#039;ve already commented before I just wanted everyone to know I&#039;m off roacutane now. It&#039;s been just over a month and having my final check up soon. So happy with the results honestly. I feel so much more confident and happy it was worth every side effect. for the first time in 8 years(I&#039;m 18) I now can go out of the house without makeup on. And I&#039;m not exaggerating. I&#039;m so happy and I honestly think anyone with bad skin should try this honestly it&#039;s so worth it""",10,11-May-16,28
225775,Bupropion,Depression,"""Saved my life.""",10,05-Aug-12,41
68412,Nalbuphine,Pain,"""Nubain, phenergan,  and zofran cocktail is typically quite effective in treating my migraines,  when nothing else does.   I have chronic migraine and an arsenal of weapons to combat them.   When all else fails for 3+days,  I head out for this cocktail injection.   It makes me very sleepy but pain diminishes significantly.""",7,19-May-16,1
28898,Lexapro,Depression,"""I have been on Lexapro once daily in the morning since 2006. I took it in 2004 but had to stop when I got pregnant. I suffer from cyclothymia, which is a bipolar spectrum disorder that includes chronic depression, anxiety, mood swings and irritability. Lexapro is a great medicine for those who it works for. Little side effects. I currently take 30mg Lexapro. I started taking Wellbutrin SR 100mg about 5 months ago to help me with my loss of motivation and inability to get out of bed in the morning (I want to sleep a lot). I still have some irritability and mood swings so my doctor gave me Seroquel XR 50mg to try 3 hours prior to bedtime beginning tonight.""",10,14-Jul-09,13
170146,Quetiapine,Generalized Anxiety Disorde,"""Started a week ago and haven&#039;t had a panic attack or episode since""",9,"April 10, 2017",25
57137,MiraLax,"Constipation, Acute","""I had been suffering from severe constipation that couldn&#039;t be cured even with laxatives for 2 weeks until my doctor recommended Miralax. I took it with no real progress for 3 days, but on the 4th day I finally started having normal bowel movements! I did not experience any side effects whatsoever as you do with laxatives. (No diarrhea, gas, bloating, sudden urgency, etc.). I finally had complete relief! Also, I mixed Miralax with cranberry juice. It had virtually no taste and dissolves completely. I highly recommend this to anyone suffering from constipation.""",10,13-Jun-11,142
173112,Clonazepam,Anxiety,"""Klonopin is a very effective medicine for people such as myself that suffer from debilitating panic disorder and/or PTSD.  This medicine saved me from becoming institutionalized after returning home from the Gulf War back in 1991.  When I first took the medicine, I felt as if I had awoken from a hellish nightmare.  It served me quite well for nearly 20 years because I NEVER abused this medicine. 

Be extremely careful and mindful when using Klonopin, take it only as directed by your Doctor.  """,10,16-Aug-11,31
224041,Phenobarbital,Seizures,"""Taking for over 20 years. Controls generalized seizure activity. No known side effects. Took during pregnancy w/ little issue (child had to be weaned off after birth).""",9,02-Dec-16,5
166983,Levonorgestrel,Birth Control,"""I had terrible experiences on Alesse &amp; Ortho Tri Cyclen so my doctor recommended Skyla (Jaydess in Canada) over Mirena for me because it&#039;s both smaller &amp; releases a lower hormone amount since it lasts 3 years vs. 5 for Mirena. After reading the reviews here I was worried but wanted to try it anyway. There was a HUGE cramp after she measured my uterus &amp; inserted the IUD, what I imagine a contraction feels like. I had lots of cramping afterwards for 2 weeks &amp; on &amp; off spotting for the first 3 months but that&#039;s all gone now. I&#039;m really happy with Skyla, but every body is different.

Pros: shorter, lighter periods; no mood swings; no weight gain; no acne; no loss of sex drive
Cons: slightly worse pre-period cramps; occasional post sex cramping""",9,25-Jun-16,3
133232,Tri-Sprintec,0</span> users found this comment helpful.,"""I have been off of birth control for 2 years. Started back on Tri-Sprintec. I have not stopped having nausea. Feel very sad as well. I got in the middle of the pack, break-through bleeding, which has turned into a period from hell. Cramping is so bad. No weight gain yet, too sick to eat! This is my first month though. Good Luck.""",5,20-Dec-11,0
1103,Metronidazole,Rosacea,"""Many people don&#039;t seem to like Metrogel, but for me its really made a difference in my Rosacea. One thing rosacea sufferers have to realize is that this treatment takes time. I would have to say that it took a good 2.5 months to start seeing noticeable improvement with continued improvement the longer I use it. On a side note I would like to add that my ears would flush when triggered by heat or stress and so I started to use Metrogel on them and it has helped reduce the flushing. Overall pretty happy with results only negative aspect is the amount of time it takes for it to work.""",9,29-Feb-12,110
72195,Tramadol,Chronic Pain,"""I take it for gastrointestinal pain and it works fairly well. My pain often gets to the point of me wanting to punch everything in sight, and tramadol helps to quiet it. The only downsides are that it takes a little longer to start working than I need it to, since this unbearable pain can arise in a few minutes. Additionally, it causes constipation even in low doses, which can contribute to further gastrointestinal pain.""",9,31-May-14,20
197824,Metoprolol,Benign Essential Trem,"""I use this both for high blood pressure and for tremors caused by my mood stabilizers. If I miss my dose by even a few hours I notice the tremors become quite quickly worse than while on metoprolol. Works well, but not perfectly. Definitely would be completely miserable and quite debilitated without it.""",9,19-Feb-17,4
36268,Imiquimod,Human Papilloma Virus,"""Been on this for exactly 1 month and it managed to clear up most of my GW. Like some, i didnt experience inmedate aide effects and felt discouraged by this as i expected a lot of pain. After a few days i experienced very mild itching and some slight redness, but this may have been my imagination. The warts seemed to get bigger at the start but quickly vanished and now i have no visible warts at all! I used Warticon before and it did absolutely nothing, so i was thrilled to see something finally working. Give it time and patience. One word of advice,  i used this cream and got cryotherapy done around the same time. I would wait a week or so after cryo, apply the cream for a few weeks, then repeat of necessary. This seemed to really help.""",8,02-Nov-15,12
206605,Caffeine,Hypersomnia,"""This is very effective. Sometimes, I only take half of one. Just remember to stop taking it about 6 hours before bedtime. Cheaper than energy drinks loaded with sugar. Easier on my tummy than coffee and it doesn&#039;t stain my teeth like colas. Caffeine is a diuretic so drink plenty of water to make you feel better all day.""",8,"April 15, 2012",28
165916,Levonorgestrel,Birth Control,"""I aImost didn&#039;t go through after reading these reviews. I have had Liletta for about 2 months. I have no tolerance for pain whatsoever. I took a tramadol 2 hours before my appointment. My doctor advised that it would be painful for a short while especially since I have never been pregnant. She was very good during the insertion about letting me know when pain would occur. It was very painful for about 3-4 hours. After that, it was similar to my normal cramps for 2 days. I spotted for the first 4 days just enough for a panty liner, not even a pad, and have not had any spotting since. I have had no issues with my boyfriend and the strings or being dry &quot;down there&quot; as I have read with some others. My sex drive has increased since having it.""",10,05-Mar-17,7
227136,Etonogestrel,Birth Control,"""I am 22 and I been on since I was 21, I havent had a period since I have been on, which is fine but my sex drive is out the window. Haven&#039;t had sex with my boyfriend in 6 weeks and we live together. I&#039;m just not in the mood AT ALL. Also I notice I have been dry and that has never been the case. Also a lot of weight gain and no matter how much I exercise it wont come off. I also feel like my feet keeps growing. Its perfect for effectiveness but its the price you pay so to each its own. Different bodies react different ways so my story may not be yours.""",8,24-May-14,29
32246,Lisinopril,Diabetic Kidney Disease,"""My GP Doctor changed  my blood pressure medicine from 5mg Amlodipine Besylate/50mg Metoprolol to 5mg Lisinopril/50mg Metoprolol to protect my kidneys.  Over a forty day period my Lisinopril dosage was increased in stages from 5mg to 40mg in an attempt to get the same BP results I had with Amlodipine.  Prior to taking Lisinopril my blood pressure was around 135/75.  As the amount of Lisinopril was increased my blood pressure kept increasing. After 40 days it was around 175/85 (maximum 200/100).  I take my blood pressure 3 -4 times per day.   I experienced increased confusion, tiredness, dizziness, weakness and constipation as the dosage of Lisinopril was increased. I went back on Amlodipine and made an appointment with my Cardiologist.""",1,07-Jul-17,3
80198,Benzonatate,Cough,"""THIS medicine works.""",10,30-Sep-09,21
115012,Diazepam,Meniere's Disease,"""I&#039;ve suffered with Meniere&#039;s/vestibular neuritis for over 37 years and it has cast a dark shadow over my quality of life.  The only medicine that has helped me to live with the episodes (loss of balance, vertigo, dis-equilibrium) has been valium.  Because valium suppresses the central nervous system, it helps me to cope.""",10,14-Nov-15,52
159489,Ayr Saline Nasal,Nasal Congestion,"""swelling of tissue above eyelids""",4,11-Sep-16,1
121298,Venlafaxine,Depression,"""Horrible side effects! I tried Ciprelex (escitalopram), but made me so tried all the time. My doc switched me to Pristiq (desvenlafaxine), I had 0 side effects, but I couldn&#039;t afford the $105 price each month without a generic brand or drug plan. Doc switched me to Effexor claiming it was &quot;very similar to Pristiq, and available in a generic&quot; however I had the WORST insomnia at night. Trouble falling and staying asleep at night- would wake up every hour with mind racing. Dry mouth throughout the day no matter how much water I drank. Also, very fidgety feet and legs while sitting or laying in bed. I was exhausted all day everyday, yet continued waking up several times throughout the night. Went back to my doc, and switched back to Pristiq.""",1,15-Jun-16,24
217603,Clarithromycin,Pneumonia,"""Was one of the only medicines that worked for my pneumonia. It was administered via IV for 3 weeks 2x a day but it worked.""",9,26-Feb-11,20
137706,Enbrel,Psoriatic Arthritis,"""I have been on Enbrel for 15 years and it has been a life changer.  I was literally pain free.  Until about a year ago, shortly have the injection I started feeling nauseous, thought maybe it was something I ate but I have since tracked it and every single time to give myself an injection I get nauseated and it lasts for about 36 hours.  Has something in the formula of Enbrel changed??  I&#039;ll take being nauseated any day over the pain.""",8,19-Sep-16,11
15765,Ethinyl estradiol / norethindrone,Birth Control,"""I went on this pill when I got into my first serious relationship.  I&#039;ve tried other birth control pills before and had to go off of them because of weight gain. When I finally got back on the pills, I thought it was great because my periods were always regular, I had no weight gain, and my skin was flawless.  But, after being on it for 6 months now I&#039;m realizing that this pill is the reason for my poor mental health.  I went from being happy and satisfied with my life, to being an actual crazy person.  I started lashing out at the people I loved as the months progressed. I would have the worst mood swings of my life.  I would be happy and laughing, and the next minute I was in tears.  It turned me into an angry person that I didn&#039;t know.""",3,26-Sep-16,0
24509,Polyethylene glycol 3350 with electrolytes,Bowel Preparation,"""My colonoscopy was booked in for late afternoon on a Thursday. The hospital said to stop eating anything from 1pm on the Wednesday and recommended (giving some detail) a non fibre diet from Tuesday evening until Wednesday noon - avoiding dark drinks and jelly (like blackcurrant flavour). Avoid red meat, sausages and pies; fruit, vegetables and salad; potato skins or fries, wholemeal or brown bread; nuts, pulses, baked beans; wholemeal pasta, brown rice; puddings containing fruit or nuts; cakes and biscuits, yoghurts. Preferred are white skinless meat like chicken, grilled or poached fish, cheese, eggs; white bread, pasta, rice; boiled or mashed potatoes, water, fizzy drinks, fruit squash (not blackcurrant), clear soups, tea or coffee, shredless marmalade or jam, ice cream, custard, clear jelly, butter, margarine. 

The hospital also instructed me to start taking Moviprep, one packet (A + B) at 7pm Wednesday evening; and then another packet (A+B) starting from 6am Thursday. On each occasion I was told to drink the mixture at 250ml a time over 1 to 2 hours. On each occasion I was also to take 500ml of clear water AND to take some sugary drinks to maintain blood sugar levels &ndash; non-diet carbonated drinks i.e. Coca Cola, Lucozade, or ginger ale, any other clear sugary fluids such as clear apple juice (but NOT other fruit juices); water alone not being sufficient. A spoonful of honey is suggested if sugary drinks are not liked.

On Wednesday evening I mixed the two Moviprep packets (A + B) with 1 litre of water in a large jug. It tasted mildly of lemon but, because of warnings about taste, I downed each 250ml in seconds (rather than sip it) so as not to have to agonise over the taste. Starting at 7am the fourth dose was finished at 8pm. The drug started having an effect at about 7.45pm and thereafter it was a matter of getting to the lavatory frequently and quickly for about 3 to 4 hours. I went to bed at midnight but had to get up again at 2am and two more occasions up to 4am; though not in so much of a hurry. I took the 500ml of water after the final dose and about 250ml of Lucozade after that.  I was also told to use, what we in the UK, call vaseline to prevent soreness of skin on the buttocks. This I did not do but regretted it. Just before midnight I was so sore that I did apply some vaseline ready for Thursday morning and it paid dividends. 

On Thursday morning I went through the same procedure again applying the vaseline again before starting. This time the emissions were yellow and eventually pretty clear. Also the emissions pretty much (though not entirely) finished by 8am, much quicker than the night before. I can only assume there was nothing left to eject. All in all it was not a pleasant chore but a fair price to pay to get the job done.""",10,17-Mar-16,42
107693,Implanon,Birth Control,"""I&#039;m 18 and I got my Implanon inserted about a month ago. I got my period which was 4-5 days long. It was very light and I had no pains. This was great for me as I usually suffer with heavy, VERY painful periods but the downside to this is I have been getting very emotional and moody lately. I&#039;m hoping this will wear off soon as it can get in the way of things but I still have a long way to go so hopefully it will all work out for the best.""",5,05-May-10,1
50635,Gabapentin,Pain,"""I have a bulging disc and low back that has displaced nerves.  I live with pain everyday due to fibromyalgia and arthritis, but this back pain is off the charts. Nothing helped.  Just started Neurontin this week.  Makes me feel a little tired, but tends to keep me awake.  So far it has knocked pain down to a level I can live with. If take pain medicine with it, don&#039;t feel any pain.  Am noticing my hands feel swollen hope it doesn&#039;t get worse as I tend to have the rare side effects on any medicine I take.""",9,09-May-10,37
33395,Microgestin Fe 1 / 20,Birth Control,"""I switched to FE 1/20 from Sprintec birth control and it&#039;s been nothing but hell. I don&#039;t know if it&#039;s my body that&#039;s reacting so negatively or what but I hate this birth control. It hasn&#039;t even been a full month and I&#039;m already on the urge of losing my mind. I&#039;ve been crying almost everyday, snapping at people feeling depressed and hated..it&#039;s unreal. I&#039;ve never been so sad in my life. My headache also gotten much worse than before. The only positive is it made my boobs bigger and period lighter.""",2,21-Oct-15,3
133845,Restasis,Keratoconjunctivitis Sicca,"""When I see the commercial for Restasis on television, the lady who is on the commercial looks scary.  Her eyes look so unnatural.  She is staring like some zombie.  I would not even try this just because of her zombie eyes.  Either fix that or find someone else who does not look like zombie on TV.""",1,06-Oct-15,31
4554,Belviq,Weight Loss,"""I&#039;ve been taking it for about 6 weeks. I&#039;ve lost 7 lbs so fast.  The fatigue is awful though.  Yes,  I&#039;m finally sleeping all night,  but I&#039;m still tired all day.  I&#039;m going to continue to take it as long as I keep seeing the weight drop. It&#039;s not going to make you drop 10 lbs a week. You also have to be in the right mindset to be ready to eat better also.""",7,30-Mar-16,25
214067,Tioconazole,Vaginal Yeast Infection,"""This needs to come with a warning on the box! I&#039;m on fire as I speak...After 30min I felt a itching THEN BURNING . PLEASE DONT BUY THIS PRODUCT HELPPPP SOSOMEONE This is taking place right now 4/23/16""",1,"April 24, 2016",5
